Date of Sale (dd/mm/yyyy),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description
29/06/2021,"MOAT, CREGGS, COUNTY GALWAY",,Galway,"€32,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/08/2010,"8 Courtown Harbour, Courtown",,Wexford,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/03/2019,"124 CORISH PARK, WEXFORD",,Wexford,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/10/2015,"HIGHPARK, BALLYSIMON, LIMERICK",,Limerick,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/11/2019,"2 Beresford Court, Donabate",,Dublin,"€348,017.00",No,Yes,New Dwelling house /Apartment,
11/06/2013,"Apartment 107 Venetian Hall, Killester",Dublin 5,Dublin,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/10/2010,"60 Seafield Court, Killiney",,Dublin,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/10/2020,"45 SANDYHILL GARDENS, BALLYMUN, DUBLIN 11",Dublin 11,Dublin,"€150,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
06/03/2019,"108 Cluain Bui, Quinagh, Carlow",,Carlow,"€198,238.00",No,Yes,New Dwelling house /Apartment,
23/09/2016,"39 ARMADA COTTAGES, BUNDORAN, CO DONEGAL",,Donegal,"€53,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/08/2017,"3 BUN GLAISE, BALLYVOURNEY, CORK",,Cork,"€200,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/12/2021,"17 FITZHERBERT COURT, SLANE RD, NAVAN",,Meath,"€261,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/05/2016,"8 OCEAN VIEW, KILKEE, CLARE",,Clare,"€165,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2017,"84 VICTORINE ABBEY, TRIM, MEATH",,Meath,"€257,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/12/2020,"18 GANDON WAY, GANDON PARK, LUCAN",,Dublin,"€365,638.00",No,Yes,New Dwelling house /Apartment,
13/03/2013,"41  Hermitage Drive, Rushbrooke Links, Cobh",,Cork,"€156,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/08/2021,"FIRTREE COTTAGE, CROSSBEG, TOOREEN",,Mayo,"€45,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/08/2015,"30 THE OLD FORGE, HAYDENS LANE, LUCAN",,Dublin,"€285,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/07/2018,"3 ST ANNES TERRACE, RAHENY, DUBLIN 5",Dublin 5,Dublin,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/09/2021,"15 CARRIGEEN ST, WEXFORD, WEXFORD",,Wexford,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/02/2016,"18 ARD MOR LAWN, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,"€161,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/08/2016,"2 HOLYWELL VIEW, FELTRIM HALL, SWORDS",,Dublin,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/06/2017,"3 DALCASSIAN DOWNS, GLASNEVIN, DUBLIN",Dublin 11,Dublin,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/07/2015,"24 Castlepark Drive, Dunboyne Road, Maynooth",,Kildare,"€344,493.39",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24/02/2011,"No 34 Harbour Street, Mountmellick",,Laois,"€102,500.00",No,No,Second-Hand Dwelling house /Apartment,
26/08/2019,"RACECOURSE, WESTPORT RD, CLIFDEN",,Galway,"€162,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/02/2013,"3 The Hollow, Enniscrone",,Sligo,"€47,500.00",No,No,Second-Hand Dwelling house /Apartment,
03/10/2014,"21 FRENCH COURT, STROKESTOWN, ROSCOMMON",,Roscommon,"€75,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/04/2016,"5 CORKSCREW HILL, BALLYVAUGHAN, CO CLARE",,Clare,"€27,777.00",No,No,Second-Hand Dwelling house /Apartment,
06/02/2018,"79 STRAND ROAD, SANDYMOUNT, DUBLIN 4",Dublin 4,Dublin,"€1,275,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/10/2011,"38 The Walk, Herons Wood, Carrigaline",,Cork,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/04/2010,"No. 3 Brookgrove, Farmhill, off Strandhill Road",,Sligo,"€229,074.88",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
26/03/2015,"40 OSSORY COURT, BORRIS IN OSSORY, LAOIS",,Laois,"€30,837.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
16/12/2021,"KNOCKADULLANE WEST, BALLYDUFF UPPER, COUNTY WATERFORD",,Waterford,"€20,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/08/2010,"18 Cois Li, Ballyvelly, Tralee",,Kerry,"€187,500.00",No,No,Second-Hand Dwelling house /Apartment,
10/12/2018,"APARTMENT 25 GREENBANK HOUSE, CUALANOR, GLENAGEARY ROAD UPPER",,Dublin,"€277,533.00",No,Yes,New Dwelling house /Apartment,
14/07/2015,"14 THE NURSERIES, KILLARNEY RD, BRAY",,Wicklow,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/06/2016,"APT. 1, BLOCK 2, OFF LOWER GERALD GRIFFIN STREET",,Limerick,"€25,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/09/2012,"24 Monastery Drive, Clondalkin, Dublin 22",,Dublin,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/01/2014,"Clonoose Little, Ballyheelan, Kilnaleck",,Cavan,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/03/2019,"16 HUNTERS HILL, HUNTERSWOOD, BALLYCULLEN",,Dublin,"€360,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/09/2021,"KILMICHAEL POINT, CASTLETOWN, GOREY",,Wexford,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2017,"4 Seafield Heights, Cnoc Na Mara, Blackrock",,Louth,"€187,401.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/08/2018,"10 GLEANN NOININ, COLLEGE RD, GALWAY",,Galway,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/07/2020,"70 TORY SQ, WATERVILLE, BLANCHARDSTOWN DUBLIN 15",Dublin 15,Dublin,"€245,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2014,"BALLINGUN WEST, CREE, CLARE",,Clare,"€145,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/09/2010,"24 beechpark wood, beechpark, leixlip",,Kildare,"€128,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/01/2017,"CANNON STREET, RATHCORMAC, COUNTY CORK",,Cork,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/05/2018,"68 ALDERPARK COURT, TALLAGHT, DUBLIN 24",Dublin 24,Dublin,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/10/2016,"67 THE STILES RD, CLONTARF, DUBLIN 3",Dublin 3,Dublin,"€334,750.00",No,No,Second-Hand Dwelling house /Apartment,
30/11/2016,"APT 15, PIER COURT, CASTLE RD",,Cork,"€178,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/01/2014,"18 BEAUPARK DOWNS, MONKSTOWN VALLEY, DUBLIN",,Dublin,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/02/2021,"1 CHURCH ST, SKERRIES, DUBLIN",,Dublin,"€770,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/10/2021,"110 Millquarter, Knockmullen, Gorey",,Wexford,"€295,154.18",No,Yes,New Dwelling house /Apartment,
11/03/2016,"22 SION HILL COURT, SION HILL ROAD, DRUMCONDRA",Dublin 9,Dublin,"€128,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/03/2017,"30 RIVERWALK, CROSSMOLINA, BALLINA",,Mayo,"€68,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/07/2010,"6 Mulberry Close, Ballinode",,Sligo,"€205,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/05/2017,"APARTMENT 501, SUMMERHILL APARTMENTS, BUNDORAN",,Donegal,"€15,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2020,"53 GANDON HALL, LOWER GARDINER STREET, DUBLIN 1",,Dublin,"€210,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/05/2015,"384 RYEVALE LAWNS, LEIXLIP, KILDARE",,Kildare,"€440,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/11/2011,"Drumcree, Herbert Road, Bray",,Wicklow,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/05/2015,"46 DECIES AVE, LISMORE LAWN, WATERFORD",,Waterford,"€93,500.00",No,No,Second-Hand Dwelling house /Apartment,
01/01/2020,"Site 4, Clifford's Field, Treanoughtragh",,Kerry,"€286,950.00",No,Yes,New Dwelling house /Apartment,
25/11/2021,"TOOMANAGHY, CASTLEREA RD, BALLAGHADERREEN",,Roscommon,"€96,712.00",No,No,Second-Hand Dwelling house /Apartment,
19/09/2019,"29 BOROIMHE ROWAN, SWORDS, DUBLIN",,Dublin,"€222,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
14/03/2016,"14 Atkinson Drive, Belmont, Aikens Village",,Dublin,"€405,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
28/06/2021,"45 JAMESTOWN RD, INCHICORE, DUBLIN 8",Dublin 8,Dublin,"€410,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/07/2015,"43 PIERCE COURT, PAUL QUAY, WEXFORD",,Wexford,"€48,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/10/2015,"BEACH COTTAGE, BEACH, BANTRY",,Cork,"€93,867.00",No,No,Second-Hand Dwelling house /Apartment,
20/02/2015,"14 Brookfield, Sweep Lane, Nurney",,Kildare,"€158,590.31",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
15/07/2019,"10 KILBARRACK GROVE, KILBARRACK, DUBLIN 5",,Dublin,"€620,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/06/2012,"1 An Tigin, Hayestown, Rush",,Dublin,"€330,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/09/2010,"39 Dunfierth Park, Johnstownbridge",,Kildare,"€195,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/06/2016,"SPRATSTOWN, BALLYTORE, ATHY",,Kildare,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/07/2016,"29 MEADOW PARK, WESTPORT RD, CASTLEBAR",,Mayo,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
08/10/2010,"Crossreagh, Virginia",,Cavan,"€232,500.00",No,No,Second-Hand Dwelling house /Apartment,
29/03/2018,"5 Radharc Ardeelin, Rossnowlagh",,Donegal,"€330,396.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres
28/08/2019,"16 THE CLOSE, DRUMMIN VILLAGE, BORRISOKANE RD NENAGH",,Tipperary,"€138,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/08/2015,"12 BOTHAIR BUILDING, BALLYCONNELL, CAVAN",,Cavan,"€70,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/03/2017,"59 PINEBROOK VALE, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,"€165,211.00",No,No,Second-Hand Dwelling house /Apartment,
02/06/2017,"283 THOMOND RD, BALLYFERMOT, DUBLIN 10",Dublin 10,Dublin,"€167,000.00",No,No,Second-Hand Dwelling house /Apartment,
27/09/2019,"45 TOWER HILL, BALLYMOTE, SLIGO",,Sligo,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
09/12/2015,"5 CLONMORE, ARDEE, LOUTH",,Louth,"€190,000.00",No,No,Second-Hand Dwelling house /Apartment,
18/07/2018,"CULLEEN, KNOCKCROGHERY, ROSCOMMON",,Roscommon,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/01/2017,"20 OPD, SAINT PATRICK'S TERRACE, EDGEWORTHSTOWN",,Longford,"€65,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
13/10/2017,"27 HIGH PARK, DRUMCONDRA, DUBLIN",Dublin 9,Dublin,"€400,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/02/2020,"12 Waverly Meadow, Rathnew, County Wicklow",,Wicklow,"€263,437.00",No,Yes,New Dwelling house /Apartment,
24/09/2021,"120 STEEPLECHASE GREEN, RATOATH, MEATH",,Meath,"€341,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2014,"59 KINGS COURT, PARNELL ST, DUBLIN 1",Dublin 1,Dublin,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/05/2017,"ABBEYQUARTER, BALLYHAUNIS, MAYO",,Mayo,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/08/2010,"Apartment 7, 41 North Great George's Street, Dublin 1",,Dublin,"€225,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/07/2021,"6 LIMEWORTH, BALLINCOLLIG, CORK",,Cork,"€660,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/05/2017,"17 Belltree Place, Belltree, Clongriffin",Dublin 13,Dublin,"€247,787.61",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/08/2021,"20 KILMURRY RD, GARRYOWEN, LIMERICK",,Limerick,"€68,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/10/2018,"3 THE MAPLES, STROKESTOWN, COUNTY ROSCOMMON",,Roscommon,"€102,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/08/2016,"24 BROOKFIELD, BALLYHALE, CO KILKENNY",,Kilkenny,"€110,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2020,"MAIN ST, STRANORLAR, DONEGAL",,Donegal,"€46,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/03/2020,"70 WALKINSTOWN AVENUE, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,"€317,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/12/2020,"60 CASTLEFIELD COURT, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,"€395,000.00",No,No,Second-Hand Dwelling house /Apartment,
24/10/2012,"13 Meadowbank Park, Letterkenny",,Donegal,"€67,000.00",No,No,Second-Hand Dwelling house /Apartment,
07/02/2019,"4 THE WATERFRONT, DROMOD HARBOUR, DROMOD",,Leitrim,"€150,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/12/2016,"121 PACE RD, LITTLEPACE, CLONEE",Dublin 15,Dublin,"€258,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/10/2020,"31 ERREW DR, LOUTH RYNN, MOHILL",,Leitrim,"€183,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/12/2014,"FALLMORE, BLACKSOD, BALLINA",,Mayo,"€58,000.00",No,No,Second-Hand Dwelling house /Apartment,
14/10/2016,"63 WHITECASTLE LAWNS, ATHY, KILDARE",,Kildare,"€155,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/11/2012,"Barnakyle, Patrickswell, Limerick",,Limerick,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
01/11/2019,"APT 004, RIVERPOINT, BISHOPS QUAY",,Limerick,"€145,161.29",No,No,Second-Hand Dwelling house /Apartment,
28/06/2019,"CAHIR, BANTRY, CORK",,Cork,"€75,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
20/11/2014,"5 CEANT AVE, MERVUE, GALWAY",,Galway,"€148,000.00",No,No,Second-Hand Dwelling house /Apartment,
03/02/2020,"FLAT 1, 7 WOODSTOCK GARDENS, RANELAGH",Dublin 6,Dublin,"€1,020,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/06/2019,"7 TALBOT PLACE, LAKESIDE, KILKENNY",,Kilkenny,"€180,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/04/2017,"40 ACORN RD, WYCKHAM PARK, DUNDRUM DUBLIN 16",Dublin 16,Dublin,"€580,000.00",No,No,Second-Hand Dwelling house /Apartment,
25/09/2020,"CORMEEN, MONAGHAN",,Monaghan,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
31/05/2018,"21 Montrose Drive, Foxwood, Waterford",,Waterford,"€192,070.49",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/09/2014,"60 CLUAIN AOIBHINN, CLAREMORRIS, MAYO",,Mayo,"€60,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/02/2020,"23 BURRIN MANOR, TULLOW RD, CARLOW",,Carlow,"€34,345.77",No,No,Second-Hand Dwelling house /Apartment,
22/12/2010,"49 Bellevue Heights, New Ross",,Wexford,"€185,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/02/2015,"FAHA, THE GLEN, BALLINSKELLIGS",,Kerry,"€235,000.00",No,No,Second-Hand Dwelling house /Apartment,
11/03/2011,"Kilkitt, Shantonagh, Castleblayney",,Monaghan,"€250,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
18/10/2013,"11 ST. BRENDANS ROAD, DRUMCONDRA",Dublin 9,Dublin,"€100,000.00",No,No,Second-Hand Dwelling house /Apartment,
16/03/2018,"54 PALMERSTOWN COURT, MUNGRET, CO LIMERICK",,Limerick,"€52,000.00",No,No,Second-Hand Dwelling house /Apartment,
22/12/2016,"11 KINCORA VIEW, GRANGE RD, BALLINA",,Tipperary,"€326,000.00",No,No,Second-Hand Dwelling house /Apartment,
29/10/2021,"MURMOD, VIRGINIA, CAVAN",,Cavan,"€178,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/11/2016,"20 FLOWERHILL, RUSHBROOKE, COBH",,Cork,"€186,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/07/2019,"11 BALNAGOWAN, PALMERSTON PARK, DUBLIN 6",Dublin 6,Dublin,"€495,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/11/2016,"DUBLIN ST, LONGFORD, LONGFORD",,Longford,"€85,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/03/2019,"82 COIS ABHAINN, TRALEE, COUNTY KERRY",,Kerry,"€130,000.00",No,No,Second-Hand Dwelling house /Apartment,
13/09/2019,"10 Somerton Mews, Newcastle Road, Lucan",,Dublin,"€303,964.76",No,Yes,New Dwelling house /Apartment,
02/07/2020,"25 MOURNE VIEW, SKERRIES, DUBLIN",,Dublin,"€262,500.00",No,No,Second-Hand Dwelling house /Apartment,
23/05/2019,"309 ERRIGAL RD, DRIMNAGH, DUBLIN 12",Dublin 12,Dublin,"€275,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/07/2021,"21 CLAUDE RD, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,"€805,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/01/2015,"15 Belmont Drive, Aikens Village, Stepaside",,Dublin,"€398,000.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
26/07/2016,"MOYMET, TRIM, MEATH",,Meath,"€280,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/02/2019,"25 FOREST PARK, ATHY, KILDARE",,Kildare,"€215,000.00",No,No,Second-Hand Dwelling house /Apartment,
02/08/2018,"20 Oakfield, Park Road, Killarney",,Kerry,"€334,802.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
10/04/2013,"85 Bloomfield Park, Donnybrook, Dublin 4",,Dublin,"€450,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/02/2019,"MOLLY COTTAGE, GABRIELS RETURN, GLAUN",,Cork,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
06/03/2020,"19 Coppenger Fields, Whites Cross, Cork",,Cork,"€270,925.11",No,Yes,New Dwelling house /Apartment,
12/05/2015,"CASTLEGRAGAN, CARNDONAGH, COUNTY DONEGAL",,Donegal,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/12/2019,"APARTMENT 2, THE SISTER AIDAN CENTRE, CROSS STREET",,Wexford,"€55,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/05/2020,"16 DELVIN BANKS, THE NAUL, CO. DUBLIN",,Dublin,"€335,000.00",No,No,Second-Hand Dwelling house /Apartment,
20/10/2020,"11 Lios na mBan, Ladysbridge",,Cork,"€251,101.00",No,Yes,New Dwelling house /Apartment,
09/12/2020,"42 Waverley Meadow, Rathnew",,Wicklow,"€245,098.00",Yes,Yes,New Dwelling house /Apartment,
15/06/2020,"69 THE MAPLES, BIRD AVE, CLONSKEAGH DUBLIN 14",Dublin 14,Dublin,"€475,000.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2018,"APT 9 GROUND FLOOR, TIMBER MILL, ARTANE DUBLIN 5",Dublin 5,Dublin,"€249,000.00",No,No,Second-Hand Dwelling house /Apartment,
21/12/2020,"MILTOWN ROAD (HOUSE 1), KILKEE, CO. CLARE",,Clare,"€259,911.89",No,No,Second-Hand Dwelling house /Apartment,
04/08/2020,"24 Killart, Clonkeen Road, Cabinteely",,Dublin,"€480,177.00",No,Yes,New Dwelling house /Apartment,
22/10/2021,"20 THE BELFRY, ENNISKERRY RD, STEPASIDE DUBLIN 18",Dublin 18,Dublin,"€302,000.00",No,No,Second-Hand Dwelling house /Apartment,
15/02/2021,"88 BANNA HOLIDAY VILLAS, BANNA, ARDFERT",,Kerry,"€35,714.00",No,No,Second-Hand Dwelling house /Apartment,
20/06/2014,"40 ASHFIELD, BLACKBOG RD, CARLOW",,Carlow,"€99,950.00",No,No,Second-Hand Dwelling house /Apartment,
15/09/2015,"22 SCHOOL AVE, GURRANABRAHER, CORK",,Cork,"€90,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/12/2012,"41 The Grove, Hanstead, Lucan",,Dublin,"€189,950.00",No,Yes,New Dwelling house /Apartment,less than 38 sq metres
14/08/2020,"SAN ANTONIO, CLANMORRIS AVE, LIMERICK",,Limerick,"€250,000.00",No,No,Second-Hand Dwelling house /Apartment,
23/08/2018,"CROHANE DRANGAN, THURLES, DRANGAN",,Tipperary,"€20,000.00",No,No,Second-Hand Dwelling house /Apartment,
10/12/2014,"22 GLEANN BUI, BALLYMACODA, CORK",,Cork,"€73,920.00",No,No,Second-Hand Dwelling house /Apartment,
17/12/2010,"6 Balbradagh Park, Robinstown, Navan",,Meath,"€150,000.00",Yes,No,Second-Hand Dwelling house /Apartment,
24/06/2014,"27 ST COLUMBANUS RD, DUNDRUM, DUBLIN 14",,Dublin,"€265,000.00",No,No,Second-Hand Dwelling house /Apartment,
19/11/2015,"16 PATRICK ST, LISTOWEL, KERRY",,Kerry,"€95,000.00",No,No,Second-Hand Dwelling house /Apartment,
30/04/2018,"OVERBROOK HOUSE, LACKLEA, BARNA",,Galway,"€850,000.00",No,No,Second-Hand Dwelling house /Apartment,
12/10/2015,"3 Beresford Road, Donabate",,Dublin,"€330,000.00",No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
18/10/2017,"27 THE OAKS, ELMFIELD, LEOPARDSTOWN",Dublin 18,Dublin,"€338,038.35",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
15/02/2017,"BALLYFINOGUE, KILLINICK, CO WEXFORD",,Wexford,"€120,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/11/2015,"1 CARLISLE GARDENS, WHITEGATE, CORK",,Cork,"€230,000.00",No,No,Second-Hand Dwelling house /Apartment,
28/01/2016,"10 Gort an Duin, Oranhill, Oranmore",,Galway,"€245,815.41",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
01/09/2021,"47 Hollywoodrath Green, Hollystown",,Dublin,"€308,370.04",No,Yes,New Dwelling house /Apartment,
01/12/2017,"21 Stratton Close, Adamstown, Lucan",,Dublin,"€251,101.32",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
21/11/2017,"APT 1, 82 TRINITY STREET, DROGHEDA",,Louth,"€175,000.00",No,No,Second-Hand Dwelling house /Apartment,
26/02/2013,"Kenbern, Newtownpark Avenue, Blackrock",,Dublin,"€170,250.00",No,No,Second-Hand Dwelling house /Apartment,
04/01/2012,"33 The Walk, Robswall, Malahide",,Dublin,"€263,436.00",No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
